Metacritic_score,Median_playtime,Price,Positive_review_threshold
0.78,0.591,0.28,1
0.84,0.628,0.136,1
0.69,0.399,0.136,1
0.54,0.491,0.122,1
0.76,0.254,0.208,1
0.78,0.273,0.064,1
0.91,0.668,0.28,1
0.76,0.341,0.064,0
0.69,0.477,0.136,0
0.72,0.581,0.136,1
0.89,0.525,0.165,1
0.75,0.476,0.28,0
0.7,0.469,0.136,1
0.74,0.453,0.28,0
0.68,0.297,0.064,0
0.68,0.435,0.208,1
0.75,0.371,0.28,1
0.82,0.355,0.079,1
0.82,0.411,0.064,1
0.62,0.424,0.208,0
0.62,0.637,0.381,0
0.71,0.432,0.208,0
0.68,0.791,0.568,0
0.84,0.295,0.136,1
0.85,0.532,0.28,1
0.67,0.499,0.28,0
0.57,0.33,0.064,0
0.61,0.538,0.208,0
0.71,0.387,0.136,0
0.81,0.592,0.208,1
0.75,0.463,0.28,1
0.74,0.458,0.151,1
0.61,0.526,0.057,0
0.75,0.429,0.28,1
0.73,0.728,0.496,0
0.69,0.146,0.079,0
0.83,0.488,0.208,1
0.65,0.131,0.136,1
0.91,0.499,0.28,1
0.66,0.271,0.093,0
0.78,0.59,0.424,1
0.68,0.503,0.352,0
0.8,0.654,0.09,1
0.62,0.393,0.136,1
0.8,0.535,0.28,1
0.82,0.461,0.1,1
0.81,0.58,0.28,1
0.77,0.453,0.208,1
0.81,0.601,0.1,1
0.8,0.557,0.568,1
0.77,0.413,0.057,1
0.86,0.651,0.18,0
0.73,0.417,0.28,0
0.77,0.357,0.093,0
0.76,0.538,0.136,1
0.83,0.476,0.136,1
0.78,0.584,0.424,1
0.46,0.5,0.28,0
0.55,0.399,0.136,0
0.64,0.259,0.059,0
0.68,0.095,0.208,0
0.77,0.427,0.208,1
0.79,0.313,0.136,1
0.76,0.569,0.28,1
0.94,0.837,0.856,1
0.83,0.82,0.568,1
0.91,0.151,0.136,0
0.78,0.436,0.28,1
0.8,0.567,0.856,1
0.68,0.241,0.208,0
0.64,0.826,0.28,0
0.71,0.684,0.424,0
0.47,0.404,0.208,0
0.68,0.3,0.064,0
0.82,0.463,0.352,1
0.76,0.278,0.424,0
0.74,0.513,0.062,0
0.73,0.384,0.208,1
0.8,0.729,0.568,0
0.59,0.496,0.136,0
0.77,0.396,0.208,1
0.79,0.358,0.28,1
0.84,0.726,0.424,1
0.81,0.436,0.568,1
0.56,0.432,0.568,0
0.9,0.269,0.424,1
0.76,0.396,0.079,1
0.83,0.432,0.136,1
0.78,0.31,0.28,1
0.71,0.252,0.28,0
0.65,0.297,0.064,0
0.69,0.685,0.28,0
0.75,0.406,0.136,1
0.55,0.488,0.208,0
0.68,0.883,0.568,0
0.8,0.436,0.136,0
0.46,0.4,0.008,0
0.75,0.511,0.208,0
0.67,0.411,0.136,0
0.57,0.441,0.056,0
0.59,0.534,0.136,0
0.69,0.784,0.568,1
0.72,0.548,0.208,0
0.73,0.579,0.568,0
0.84,0.61,0.136,1
0.71,0.372,0.136,0
0.73,0.446,0.352,1
0.59,0.39,0.136,0
0.54,0.102,0.28,0
0.85,0.591,0.424,1
0.68,0.601,0.424,1
0.8,0.151,0.136,1
0.81,0.013,0.208,1
0.79,0.504,0.208,1
0.82,0.565,0.424,0
0.79,0.359,0.28,1
0.51,0.231,0.352,0
0.73,0.413,0.122,1
0.68,0.464,0.856,0
0.78,0.457,0.136,1
0.82,0.495,0.352,1
0.77,0.436,0.208,1
0.9,0.423,0.28,1
0.6,0.461,0.165,0
0.74,0.215,0.136,0
0.72,0.327,0.208,0
0.57,0.556,0.108,0
0.55,0.433,0.136,0
0.89,0.357,0.136,1
0.78,0.415,0.352,0
0.77,0.461,0.136,0
0.62,0.366,0.007,0
0.81,0.492,0.1,1
0.73,0.368,0.122,0
0.7,0.396,0.223,0
0.7,0.388,0.136,1
0.55,0.073,0.064,0
0.81,0.441,0.28,1
0.78,0.403,0.208,0
0.61,0.485,0.28,0
0.77,0.342,0.18,1
0.6,0.39,0.28,0
0.66,0.336,0.28,0
0.59,0.416,0.0,1
0.81,0.383,0.424,1
0.58,0.301,0.208,0
0.94,0.783,0.28,1
0.71,0.151,0.136,0
0.94,0.706,0.28,1
0.64,0.434,0.064,1
0.62,0.473,0.136,0
0.85,0.471,0.28,1
0.84,1.0,0.136,1
0.84,0.482,0.28,1
0.89,0.363,0.28,1
0.8,0.537,0.064,1
0.74,0.434,0.208,1
0.9,0.387,0.136,1
0.77,0.372,0.28,1
0.77,0.464,0.496,0
0.83,0.632,0.28,1
0.69,0.518,0.18,0
0.7,0.283,0.28,0
0.88,0.672,0.122,0
0.78,0.301,0.05,1
0.72,0.733,0.352,0
0.74,0.522,0.28,1
0.7,0.529,0.208,0
0.72,0.513,0.28,0
0.58,0.513,0.568,0
0.67,0.376,0.108,0
0.56,0.341,0.28,0
0.78,0.504,0.064,0
0.72,0.324,0.28,1
0.85,0.529,0.28,1
0.81,0.558,0.568,1
0.81,0.441,0.136,1
0.56,0.397,0.136,0
0.69,0.146,0.036,0
0.82,0.282,0.093,0
0.67,0.584,0.28,0
0.61,0.649,0.064,0
0.72,0.607,0.172,0
0.79,0.507,0.28,1
0.82,0.404,0.352,1
0.62,0.598,0.208,0
0.7,0.155,0.208,1
0.76,0.527,0.136,1
0.72,0.55,0.424,1
0.54,0.376,0.036,0
0.65,0.407,0.208,0
0.7,0.397,0.208,0
0.82,0.438,0.079,0
0.93,0.427,0.856,1
0.8,0.526,0.208,1
0.37,0.307,0.064,0
0.77,0.423,0.208,1
0.77,0.479,0.136,0
0.63,0.406,0.064,0
0.84,0.588,0.568,0
0.85,0.58,0.28,1
0.8,0.544,0.712,0
0.91,0.486,0.28,1
0.81,0.236,0.136,1
0.69,0.408,0.208,0
0.73,0.367,0.036,0
0.76,0.539,0.568,0
0.59,0.514,0.352,0
0.93,0.593,0.424,1
0.87,0.361,0.208,1
0.83,0.732,0.712,1
0.83,0.607,0.136,0
0.69,0.408,0.28,0
0.84,0.538,0.424,1
0.73,0.753,0.424,0
0.87,0.419,0.136,1
0.49,0.693,0.064,0
0.83,0.484,0.136,1
0.74,0.409,0.208,1
0.83,0.609,0.28,0
0.87,0.549,0.093,1
0.53,0.564,0.237,0
0.87,0.396,0.136,1
0.79,0.791,0.154,1
0.84,0.557,0.28,1
0.69,0.362,0.208,1
0.73,0.241,0.208,0
0.83,0.494,0.136,1
0.57,0.401,0.28,1
0.84,0.586,0.568,1
0.78,0.361,0.28,0
0.76,0.415,0.208,1
0.75,0.259,0.136,1
0.7,0.297,0.28,1
0.71,0.452,0.007,0
0.89,0.355,0.136,1
0.79,0.0,0.208,1
0.78,0.383,0.208,1
0.76,0.223,0.237,1
0.76,0.61,0.28,1
0.52,0.354,0.036,0
0.67,0.421,0.136,1
0.78,0.88,0.424,1
0.76,0.126,0.079,0
0.73,0.389,0.28,0
0.83,0.463,0.424,0
0.65,0.744,0.108,1
0.75,0.231,0.208,1
0.84,0.445,0.108,1
0.77,0.367,0.05,0
0.68,0.761,0.208,0
0.93,0.354,0.208,1
0.89,0.081,0.352,1
0.72,0.197,0.136,0
0.84,0.329,0.136,1
0.86,0.691,0.28,1
0.69,0.317,0.036,0
0.85,0.545,0.568,1
0.88,0.619,0.568,1
0.7,0.444,0.28,0
0.58,0.429,0.093,0
0.82,0.628,0.568,0
0.8,0.429,0.18,1
0.76,0.678,0.424,0
0.75,0.535,0.28,1
0.74,0.336,0.136,1
0.69,0.602,0.064,0
0.84,0.726,0.28,1
0.87,0.577,0.208,1
0.82,0.777,0.424,0
0.52,0.504,0.208,0
0.81,0.141,0.208,1
0.78,0.408,0.136,1
0.74,0.88,0.079,1
0.89,0.298,0.064,1
0.79,0.41,0.093,1
0.78,0.403,0.208,0
0.81,0.611,0.568,0
0.81,0.297,0.036,0
0.79,0.528,0.136,0
0.73,0.424,0.064,1
0.74,0.193,0.136,1
0.62,0.388,0.079,0
0.63,0.391,0.136,0
0.57,0.25,0.28,0
0.79,0.013,0.237,1
0.8,0.426,0.021,1
0.59,0.425,0.136,0
0.88,0.455,0.136,1
0.87,0.465,0.208,1
0.87,0.766,0.856,1
0.65,0.738,0.079,0
0.82,0.497,0.28,1
0.83,0.254,0.136,0
0.77,0.278,0.108,0
0.71,0.114,0.079,0
0.73,0.246,0.18,0
0.78,0.407,0.136,1
0.63,0.532,0.208,1
0.78,0.473,0.079,1
0.77,0.724,0.1,0
0.84,0.546,0.28,0
0.76,0.056,0.266,1
0.73,0.388,0.136,0
0.84,0.543,0.252,1
0.83,0.507,0.093,1
0.68,0.494,0.18,1
0.68,0.359,0.424,0
0.73,0.317,0.856,0
0.69,0.453,0.28,1
0.87,0.573,0.28,0
0.81,0.638,0.856,1
0.73,0.407,0.079,0
0.63,0.469,0.136,0
0.85,0.491,0.424,1
0.81,0.141,0.28,1
0.66,0.843,0.208,0
0.71,0.515,0.28,0
0.82,0.439,0.136,1
0.75,0.694,0.309,1
0.81,0.383,0.136,1
0.71,0.395,0.424,0
0.78,0.47,0.136,1
0.82,0.538,0.28,1
0.72,0.458,0.208,0
0.86,0.669,0.136,1
0.94,0.432,0.28,1
0.65,0.527,0.208,1
0.76,0.454,0.064,1
0.64,0.329,0.28,0
0.8,0.733,0.568,1
0.62,0.46,0.136,0
0.64,0.468,0.05,0
0.74,0.292,0.136,0
0.94,0.606,0.568,1
0.69,0.32,0.18,1
0.68,0.775,0.136,0
0.6,0.267,0.165,0
0.86,0.387,0.057,1
0.84,0.599,0.028,1
0.74,0.541,0.208,0
0.9,0.57,0.28,1
0.7,0.45,0.28,1
0.74,0.618,0.352,1
0.73,0.221,0.28,0
0.7,0.248,0.136,1
0.43,0.376,0.079,0
0.84,0.48,0.05,1
0.81,0.547,0.352,1
0.73,0.453,0.064,0
0.65,0.218,0.136,0
0.86,0.401,0.021,1
0.8,0.53,0.208,0
0.69,0.314,0.036,0
0.63,0.159,0.001,0
0.76,0.164,0.136,1
0.79,0.594,0.378,1
0.79,0.457,0.136,1
0.59,0.424,0.136,0
0.75,0.533,0.568,0
0.73,0.416,0.079,1
0.69,0.569,0.1,0
0.69,0.407,0.18,1
0.63,0.482,0.266,0
0.72,0.476,0.28,0
0.61,0.364,0.28,1
0.87,0.313,0.079,1
0.65,0.364,0.079,0
0.76,0.547,0.28,1
0.82,0.336,0.28,0
0.75,0.19,0.136,0
0.55,0.506,0.208,0
0.82,0.703,0.424,1
0.64,0.472,0.036,1
0.72,0.411,0.165,1
0.74,0.088,0.108,0
0.81,0.439,0.28,0
0.74,0.399,0.136,1
0.75,0.243,0.208,1
0.8,0.425,0.424,1
0.62,0.322,0.108,0
0.78,0.38,0.28,0
0.84,0.607,0.136,0
0.72,0.426,0.136,0
0.7,0.425,0.021,0
0.51,0.565,0.064,0
0.77,0.187,0.064,1
0.8,0.193,0.208,0
0.6,0.337,0.352,0
0.83,0.425,0.165,0
0.81,0.53,0.28,1
0.68,0.404,0.208,1
0.73,0.428,0.136,1
0.74,0.511,0.424,0
0.82,0.638,0.136,1
0.74,0.558,0.28,0
0.64,0.542,0.208,1
0.69,0.344,0.064,0
0.68,0.6,0.108,1
0.83,0.413,0.208,1
0.77,0.557,0.568,0
0.54,0.197,0.136,0
0.68,0.52,0.856,0
0.66,0.39,0.029,1
0.8,0.456,0.28,0
0.58,0.494,0.136,0
0.55,0.056,0.064,0
0.76,0.757,0.568,1
0.75,0.549,0.136,1
0.8,0.499,0.28,1
0.67,0.424,0.165,1
0.61,0.459,0.136,1
0.68,0.46,0.208,1
0.87,0.306,0.208,1
0.76,0.453,0.28,1
0.82,0.554,0.424,0
0.7,0.445,0.28,0
0.84,0.423,0.064,1
0.67,0.3,0.067,0
0.77,0.591,0.208,1
0.85,0.452,0.28,1
0.74,0.013,0.036,0
0.78,0.606,0.352,1
0.57,0.095,0.108,0
0.75,0.726,0.064,0
0.68,0.499,0.194,0
0.77,0.59,0.28,1
0.72,0.159,0.208,0
0.76,0.452,0.093,1
0.65,0.419,0.424,0
0.75,0.407,0.136,1
0.77,0.639,0.424,0
0.82,0.509,0.568,1
0.74,0.193,0.208,0
0.82,0.413,0.093,1
0.53,0.454,0.165,0
0.77,0.358,0.208,1
0.81,0.292,0.079,1
0.73,0.378,0.064,1
0.86,0.37,0.352,1
0.75,0.427,0.424,1
0.82,0.49,0.208,1
0.85,0.447,0.208,1
0.68,0.642,0.424,0
0.72,0.432,0.208,1
0.71,0.468,0.237,0
0.38,0.114,0.136,0
0.7,0.469,0.28,0
0.75,0.259,0.064,0
0.81,0.496,0.568,1
0.8,0.363,0.28,1
0.65,0.402,0.003,1
0.83,0.409,0.352,0
0.66,0.439,0.28,0
0.86,0.596,0.208,1
0.68,0.432,0.021,0
0.67,0.558,0.424,0
0.76,0.528,0.424,0
0.84,0.522,0.28,1
0.79,0.468,0.28,0
0.72,0.409,0.208,0
0.74,0.203,0.05,0
0.84,0.046,0.28,0
0.7,0.427,0.352,0
0.78,0.429,0.208,0
0.87,0.491,0.352,1
0.91,0.433,0.28,0
0.43,0.678,0.208,0
0.86,0.391,0.18,1
0.73,0.532,0.568,0
0.77,0.642,0.424,1
0.79,0.435,0.036,1
0.74,0.388,0.208,1
0.87,0.632,0.424,1
0.66,0.408,0.064,0
0.8,0.548,0.093,0
0.73,0.521,0.064,0
0.68,0.432,0.064,1
0.87,0.799,0.496,1
0.83,0.421,0.108,1
0.52,0.574,0.208,0
0.71,0.352,0.136,1
0.91,0.108,0.079,0
0.72,0.383,0.208,0
0.84,0.49,0.154,1
0.68,0.474,0.352,1
0.86,0.682,0.352,1
0.76,0.526,0.568,1
0.81,0.548,0.424,1
0.79,0.708,0.28,1
0.73,0.867,0.28,0
0.88,0.794,0.424,1
0.87,0.114,0.079,1
0.68,0.426,0.28,0
0.77,0.356,0.136,1
0.58,0.341,0.208,0
0.75,0.387,0.136,1
0.86,0.415,0.496,1
0.79,0.465,0.237,1
0.76,0.426,0.568,1
0.68,0.265,0.093,1
0.81,0.381,0.424,0
0.64,0.141,0.208,0
0.55,0.53,0.208,0
0.73,0.335,0.108,0
0.65,0.445,0.136,0
0.66,0.486,0.136,1
0.74,0.496,0.252,1
0.71,0.457,0.208,0
0.68,0.168,0.05,0
0.35,0.672,0.064,0
0.63,0.35,0.136,0
0.67,0.369,0.136,0
0.85,0.629,0.352,1
0.6,0.409,0.28,1
0.59,0.552,0.28,1
0.73,0.52,0.223,1
0.6,0.59,0.136,0
0.8,0.476,0.208,1
0.65,0.454,0.28,1
0.55,0.589,0.093,0
0.8,0.346,0.28,0
0.83,0.102,0.064,1
0.82,0.563,0.712,1
0.69,0.514,0.172,0
0.68,0.539,0.28,1
0.63,0.489,0.136,0
0.73,0.693,0.856,1
0.78,0.464,0.352,0
0.78,0.312,0.208,1
0.71,0.415,0.28,0
0.79,0.482,0.208,1
0.66,0.408,0.064,0
0.79,0.473,0.021,1
0.73,0.422,0.28,0
0.83,0.399,0.28,1
0.7,0.491,0.079,1
0.79,0.44,0.208,1
0.8,0.459,0.208,0
0.82,0.492,0.18,1
0.41,0.282,0.064,0
0.81,0.502,0.165,1
0.76,0.491,0.017,0
0.78,0.596,0.28,1
0.76,0.261,0.28,0
0.8,0.42,0.136,1
0.65,0.316,0.021,0
0.63,0.804,0.151,0
0.82,0.489,0.28,1
0.54,0.424,0.28,0
0.78,0.385,0.036,1
0.8,0.313,0.036,1
0.83,0.351,0.079,1
0.82,0.382,0.28,1
0.5,0.447,0.079,1
0.7,0.578,0.28,1
0.78,0.405,0.856,0
0.69,0.575,0.136,0
0.74,0.369,0.252,0
0.78,0.464,0.237,0
0.8,0.682,0.28,0
0.6,0.435,0.018,1
0.81,0.512,0.025,1
0.73,0.441,0.28,0
0.82,0.329,0.28,1
0.72,0.473,0.136,0
0.78,0.624,0.338,1
0.68,0.673,0.208,1
0.74,0.391,0.28,0
0.51,0.193,0.136,0
0.81,0.34,0.136,1
0.83,0.38,0.165,1
0.45,0.226,0.025,0
0.71,0.539,0.136,0
0.66,0.565,0.044,0
0.74,0.559,0.28,1
0.83,0.795,0.424,1
0.66,0.361,0.1,0
0.72,0.51,0.28,1
0.72,0.485,0.28,1
0.78,0.628,0.165,0
0.72,0.504,0.136,1
0.62,0.474,0.144,0
0.77,0.66,0.064,1
0.82,0.447,0.136,1
0.68,0.527,0.136,0
0.82,0.489,0.352,0
0.85,0.679,0.568,1
0.8,0.466,0.136,1
0.85,0.627,0.424,1
0.7,0.347,0.208,0
0.8,0.669,0.64,1
0.73,0.477,0.136,1
0.76,0.43,0.064,0
0.8,0.555,0.208,1
0.77,0.668,0.352,1
0.69,0.642,0.352,0
0.68,0.383,0.208,1
0.84,0.459,0.208,1
0.77,0.424,0.28,1
0.64,0.12,0.064,0
0.87,0.555,0.064,1
0.63,0.425,0.007,0
0.82,0.405,0.136,1
0.41,0.31,0.352,0
0.65,0.485,0.424,0
0.51,0.317,0.122,0
0.76,0.45,0.208,1
0.68,0.343,0.064,0
0.88,0.504,0.28,1
0.8,0.674,0.28,1
0.76,0.447,0.28,1
0.88,0.588,0.28,1
0.81,0.635,0.28,1
0.61,0.445,0.136,0
0.69,0.338,0.136,1
0.63,0.329,0.136,0
0.84,0.63,0.712,0
0.89,0.544,0.136,1
0.73,0.437,0.208,1
0.66,0.359,0.136,0
0.76,0.141,0.064,0
0.63,0.469,0.136,0
0.7,0.442,0.252,1
0.83,0.209,0.208,1
0.79,0.485,0.28,1
0.61,0.461,0.093,0
0.79,0.081,0.136,0
0.72,0.487,0.136,0
0.61,0.453,0.136,0
0.81,0.748,0.28,1
0.85,0.482,0.568,1
0.75,0.632,0.136,1
0.6,0.397,0.136,0
0.8,0.694,0.64,0
0.63,0.246,0.064,0
0.91,0.511,0.136,1
0.74,0.347,0.352,1
0.68,0.458,0.28,0
0.85,0.576,0.05,1
0.78,0.197,0.208,1
0.62,0.522,0.018,0
0.74,0.334,0.28,1
0.89,0.606,0.28,1
0.78,0.621,0.28,1
0.92,0.298,0.28,1
0.78,0.525,0.568,0
0.69,0.322,0.18,1
0.78,0.722,0.28,1
0.74,0.362,0.18,1
0.72,0.571,0.28,1
0.62,0.544,0.856,0
0.88,0.699,0.856,0
0.69,0.337,0.136,0
0.76,0.59,0.064,0
0.51,0.292,0.122,1
0.69,0.331,0.064,0
0.64,0.439,0.266,0
0.66,0.209,0.136,0
0.69,0.594,0.208,0
0.7,0.866,0.28,0
0.85,0.465,0.136,1
0.8,0.378,0.136,1
0.77,0.566,0.036,0
0.4,0.334,0.05,0
0.58,0.452,0.079,0
0.72,0.597,0.01,0
0.67,0.651,0.424,0
0.76,0.565,0.28,1
0.82,0.346,0.136,1
0.81,0.413,0.28,1
0.43,0.344,0.064,0
0.85,0.683,0.568,0
0.76,0.359,0.568,1
0.75,0.29,0.136,1
0.74,0.517,0.712,0
0.73,0.322,0.136,0
0.81,0.358,0.064,1
0.65,0.295,0.28,0
0.72,0.574,0.28,0
0.69,0.604,0.136,0
0.71,0.332,0.28,0
0.75,0.387,0.021,0
0.86,0.438,0.136,1
0.72,0.522,0.208,1
0.78,0.721,0.568,1
0.78,0.384,0.208,1
0.88,0.393,0.784,1
0.84,0.337,0.144,1
0.73,0.527,0.28,0
0.83,0.63,0.568,1
0.8,0.546,0.28,0
0.81,0.455,0.208,1
0.77,0.458,0.424,1
0.85,0.628,0.28,1
0.69,0.056,0.007,0
0.47,0.276,0.136,0
0.8,0.492,0.568,0
0.84,0.025,0.108,1
0.94,0.54,0.424,1
0.79,0.395,0.28,0
0.67,0.47,0.208,0
0.84,0.313,0.064,0
0.8,0.536,0.28,1
0.92,0.141,0.093,1
0.52,0.451,0.208,0
0.84,0.383,0.208,1
0.73,0.32,0.28,0
0.73,0.531,0.352,1
0.72,0.229,0.28,0
0.71,0.36,0.036,1
0.71,0.353,0.208,1
0.88,0.476,0.208,1
0.69,0.31,0.136,0
0.64,0.226,0.136,0
0.87,0.386,0.136,1
0.71,0.073,0.108,0
0.83,0.653,0.424,1
0.72,0.356,0.136,0
0.7,0.393,0.136,0
0.49,0.542,0.136,0
0.54,0.444,0.05,0
0.79,0.327,0.28,1
0.81,0.2,0.064,1
0.7,0.378,0.136,0
0.73,0.442,0.165,1
0.79,0.246,0.28,0
0.74,0.619,0.136,0
0.83,0.064,0.079,0
0.7,0.454,0.352,0
0.71,0.498,0.036,1
0.89,0.563,0.28,1
0.71,0.411,0.208,0
0.63,0.44,0.136,0
0.78,0.368,0.352,0
0.44,0.419,0.05,0
0.6,0.509,0.208,0
0.83,0.6,0.079,1
0.74,0.637,0.208,0
0.62,0.212,0.18,1
0.66,0.108,0.352,0
0.71,0.306,0.064,1
0.74,0.503,0.122,1
0.78,0.364,0.352,1
0.8,0.527,0.18,1
0.77,0.416,0.136,0
0.85,0.65,0.424,1
0.86,0.183,0.136,1
0.83,0.5,0.424,1
0.76,0.342,0.209,1
0.71,0.499,0.136,1
0.49,0.036,0.064,0
0.63,0.79,0.28,0
0.72,0.353,0.027,0
0.78,0.479,0.208,1
0.71,0.819,0.424,0
0.73,0.537,0.039,0
0.8,0.497,0.187,0
0.7,0.146,0.28,0
0.77,0.31,0.136,0
0.65,0.206,0.036,0
0.68,0.49,0.208,1
0.88,0.617,0.28,1
0.72,0.432,0.136,1
0.72,0.582,1.0,0
0.85,0.672,0.568,0
0.7,0.458,0.007,0
0.68,0.423,0.136,0
0.66,0.545,0.136,0
0.74,0.36,0.136,1
0.68,0.449,0.194,1
0.8,0.556,0.208,1
0.8,0.517,0.424,0
0.81,0.399,0.036,1
0.75,0.336,0.136,0
0.72,0.476,0.28,1
0.79,0.265,0.036,1
0.87,0.442,0.568,0
0.74,0.413,0.136,1
0.68,0.477,0.136,1
0.76,0.414,0.18,1
0.81,0.538,0.093,0
0.84,0.469,0.064,1
0.78,0.354,0.108,1
0.7,0.797,0.064,0
0.69,0.705,0.208,1
0.84,0.512,0.856,0
0.8,0.588,0.568,1
0.81,0.231,0.122,1
0.53,0.655,0.424,0
0.67,0.65,0.424,1
0.85,0.265,0.28,1
0.58,0.036,0.05,0
0.8,0.433,0.208,1
0.62,0.478,0.28,1
0.57,0.265,0.093,0
0.75,0.28,0.007,0
0.87,0.641,0.568,1
0.78,0.314,0.039,1
0.91,0.63,0.28,1
0.8,0.378,0.136,0
0.79,0.223,0.136,1
0.77,0.397,0.136,1
0.84,0.179,0.28,0
0.83,0.394,0.136,1
0.72,0.252,0.1,1
0.74,0.371,0.28,0
0.78,0.301,0.208,1
0.9,0.408,0.208,1
0.71,0.517,0.208,1
0.57,0.484,0.352,0
0.77,0.571,0.18,1
0.75,0.621,0.424,0
0.83,0.257,0.064,1
0.68,0.301,0.136,0
0.72,0.39,0.208,1
0.78,0.351,0.136,0
0.77,0.514,0.208,0
0.8,0.377,0.136,1
0.75,0.623,0.28,1
0.55,0.516,0.064,0
0.76,0.036,0.28,0
0.67,0.408,0.136,1
0.7,0.4,0.208,1
0.76,0.56,0.208,0
0.87,0.445,0.28,1
0.62,0.295,0.108,1
0.62,0.471,0.136,0
0.83,0.74,0.28,1
0.78,0.39,0.424,1
0.69,0.283,0.064,0
0.52,0.226,0.28,0
0.73,0.526,0.352,1
0.8,0.462,0.18,0
0.86,0.313,0.136,0
0.65,0.146,0.208,0
0.77,0.44,0.136,1
0.72,0.569,0.208,0
0.61,0.829,0.064,1
0.76,0.679,0.136,1
0.9,0.209,0.208,1
0.84,0.383,0.054,1
0.94,0.168,0.28,1
0.65,0.389,0.064,0
0.72,0.314,0.021,1
0.7,0.502,0.28,1
0.62,0.229,0.208,0
0.72,0.361,0.136,0
0.8,0.056,0.136,0
0.48,0.458,0.28,0
0.7,0.488,0.28,0
0.79,0.75,0.352,1
0.82,0.287,0.136,1
0.8,0.263,0.136,1
0.86,0.368,0.136,1
0.58,0.671,0.856,0
0.86,0.753,0.856,0
0.75,0.374,0.208,0
0.69,0.492,0.136,0
0.76,0.528,0.28,0
0.81,0.385,0.352,0
0.8,0.416,0.208,1
0.8,0.252,0.064,1
0.83,0.609,0.28,1
0.83,0.426,0.424,1
0.72,0.611,0.136,0
0.75,0.388,0.014,1
0.83,0.436,0.064,0
0.75,0.474,0.424,0
0.69,0.462,0.568,0
0.65,0.624,0.28,0
0.86,0.352,0.208,0
0.82,0.526,0.28,1
0.88,0.518,0.28,1
0.77,0.358,0.064,1
0.78,0.421,0.208,1
0.74,0.354,0.007,1
0.64,0.31,0.001,1
0.75,0.544,0.28,0
0.67,0.424,0.036,0
0.59,0.414,0.136,1
0.86,0.797,0.856,1
0.61,0.424,0.208,0
0.73,0.585,0.28,0
0.73,0.548,0.1,1
0.81,0.681,0.165,0
0.83,0.283,0.032,1
0.49,0.183,0.208,0
0.68,0.591,0.28,0
0.79,0.459,0.136,1
0.83,0.643,0.568,1
0.62,0.341,0.136,0
0.82,0.447,0.28,0
0.82,0.439,0.064,0
0.82,0.172,0.136,1
0.67,0.046,0.064,0
0.78,0.521,0.424,1
0.76,0.421,0.136,0
0.82,0.599,0.424,1
0.63,0.437,0.093,1
0.6,0.374,0.28,0
0.75,0.435,0.021,1
0.71,0.514,0.021,0
0.63,0.59,0.136,0
0.82,0.372,0.036,1
0.85,0.424,0.136,1
0.76,0.378,0.28,0
0.7,0.487,0.28,1
